nombre	marca	tienda	pais	alergenos	additivos	puntuacion_nova	image_url	image_small_url	calorias	energia	grasa	grasas_saturadas	colesterol	carbohidratos	azucares	fibra	proteinas	sal	sodio	calcio	hierro	puntuacion
Espresso classic	Hacendado	Mercadona	España	en:eggs,en:gluten,en:milk,es:Mantequilla	en:e160a,en:e160ai,en:e200,en:e202,en:e282,en:e300,en:e330,en:e417,en:e471,en:e481	4	https://images.openfoodfacts.org/images/products/848/000/082/0938/front_es.24.400.jpg	https://images.openfoodfacts.org/images/products/848/000/082/0938/front_es.24.200.jpg	345	1451	11	5.3		51	16	2.2	9.4	1	0.4			14
Chicle force gum	Hacendado	Mercadona	España	en:gluten,en:milk	en:e392,en:e621	4	https://images.openfoodfacts.org/images/products/848/000/008/0387/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/008/0387/front_es.3.200.jpg	303	1268	6.4	4.5		48	17	4.8	11	20.1	8.04			4
Ensalada atlántica	Hacendado		Francia,España		en:e252,en:e316	4	https://images.openfoodfacts.org/images/products/848/000/055/1252/front_es.14.400.jpg	https://images.openfoodfacts.org/images/products/848/000/055/1252/front_es.14.200.jpg	449	1879	36.5	14.1		2.7	2.7		27.5	3.8	1.52			25
Helado arroz con leche	Hacendado	Mercadona	España			1	https://images.openfoodfacts.org/images/products/848/000/034/1778/front_en.48.400.jpg	https://images.openfoodfacts.org/images/products/848/000/034/1778/front_en.48.200.jpg														
Magdalenas cacao	Hacendado	Mercadona	España			1	https://images.openfoodfacts.org/images/products/848/000/029/1301/front_es.8.400.jpg	https://images.openfoodfacts.org/images/products/848/000/029/1301/front_es.8.200.jpg	347	1476	0.5	0.1		79	0.5		7.4	0.01	0.004			0
Atun claro al natural	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/011/8837/front_es.22.400.jpg	https://images.openfoodfacts.org/images/products/848/000/011/8837/front_es.22.200.jpg	306	1288	0	0		42	0	26	21	0.22	0.088			
Salsa romesco	Hacendado	Mercadona	España	en:gluten		1	https://images.openfoodfacts.org/images/products/848/000/006/3441/front_es.23.400.jpg	https://images.openfoodfacts.org/images/products/848/000/006/3441/front_es.23.200.jpg	358	1516	1.5	0.3		72	3	4	12	0.03	0.012			-5
Chocolate extrafino negro minitabletas	Hacendado	Mercadona	España	en:milk		4	https://images.openfoodfacts.org/images/products/848/000/020/2055/front_es.12.400.jpg	https://images.openfoodfacts.org/images/products/848/000/020/2055/front_es.12.200.jpg	54	226	3	2.1		3.4	3.4		3.5	0.13	0.052			0
Bifidus con frutos silvestres	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/011/3511/front_es.21.400.jpg	https://images.openfoodfacts.org/images/products/848/000/011/3511/front_es.21.200.jpg	0	0	0	0		0.1	0		0	0	0			
Cafe clasico	Hacendado	Mercadona	España			4	https://images.openfoodfacts.org/images/products/848/000/003/2942/front_es.5.400.jpg	https://images.openfoodfacts.org/images/products/848/000/003/2942/front_es.5.200.jpg	79	331	0	0		18	14	1.5	0.6	0	0			
Turrón guirlache	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/034/0825/front_es.26.400.jpg	https://images.openfoodfacts.org/images/products/848/000/034/0825/front_es.26.200.jpg	654	2736	57	6.3		9.5	5.4		21	0.6	0.24			17
Paté salmon	hacendado		España		en:e171,en:e306,en:e414,en:e420,en:e953,en:e967	4	https://images.openfoodfacts.org/images/products/848/000/065/1709/front_en.10.400.jpg	https://images.openfoodfacts.org/images/products/848/000/065/1709/front_en.10.200.jpg	154	644	0.5	0.1		64	0		0.5					
Crece+ cereales	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/082/9764/front_es.15.400.jpg	https://images.openfoodfacts.org/images/products/848/000/082/9764/front_es.15.200.jpg	77	322	2.1	0.4		1.4	1.4		13.1	0.82	0.328			-2
Salsa de champiñones	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/068/1195/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/068/1195/front_es.3.200.jpg	185	774	5.4	1.8		29.1	25.9		5	0.2	0.08			5
100% vegetal	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/031/3041/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/031/3041/front_es.3.200.jpg	153	640	10	3.1		0.5	0.5		12.5	0.3	0.12			0
Mejillones en salsa de vieira	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/064/1137/front_es.17.400.jpg	https://images.openfoodfacts.org/images/products/848/000/064/1137/front_es.17.200.jpg	215	900	8.4	5.7		32	31		2.6	0.14	0.056			13
Pasta margaritas con vegetales	hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/065/0368/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/065/0368/front_es.3.200.jpg	160	669	0	0		64	0.1		0.1					
Cafe descafeinado	Hacendado		España				https://images.openfoodfacts.org/images/products/235/140/000/7815/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/235/140/000/7815/front_es.3.200.jpg														
Ensalada de pasta	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/009/1307/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/009/1307/front_es.3.200.jpg	311	1301	0	0		17	14		0.6	0.03	0.012			1
Barquillos al cacao rellenos	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/842/577/904/4475/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/842/577/904/4475/front_es.3.200.jpg	21	88	0.5	0.1		2.2	1.9		1.5	0.16	0.064			
Yogur +proteinas natural	Hacendado	Mercadona	España,España		en:e270,en:e415	4	https://images.openfoodfacts.org/images/products/848/000/017/2105/front_es.24.400.jpg	https://images.openfoodfacts.org/images/products/848/000/017/2105/front_es.24.200.jpg	55	230	0.9	0		4	4		0.6	6	2.4			10
Filetes de panga	Hacendado		España		en:e428	4	https://images.openfoodfacts.org/images/products/848/000/065/0702/front_es.14.400.jpg	https://images.openfoodfacts.org/images/products/848/000/065/0702/front_es.14.200.jpg	340	1423	0	0		80	69		3.4	0.21	0.084			14
Gellytina sabor fresa	Hacendado	Mercadona	España,España		en:e250,en:e301,en:e331,en:e407,en:e450,en:e451,en:e471,en:e621	4	https://images.openfoodfacts.org/images/products/232/190/900/7425/front_es.5.400.jpg	https://images.openfoodfacts.org/images/products/232/190/900/7425/front_es.5.200.jpg	0	978	18	6.9		1.5	0.5		17	1.6	0.64			15
Champiñones laminados en conserva	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/053/0325/front_es.26.400.jpg	https://images.openfoodfacts.org/images/products/848/000/053/0325/front_es.26.200.jpg	211	883	17	6		0.7	0.5		13.5	1.7	0.68			14
Aceitunas verdes deshuesadas	Hacendado		España				https://images.openfoodfacts.org/images/products/231/030/240/052600399002108/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/231/030/240/052600399002108/front_es.3.200.jpg	67	280	0	0		15.8	9.2		0.5	0	0			-3
Postre de manzana con canela	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/004/9070/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/004/9070/front_es.3.200.jpg	26	109	0	0		5.6	0.5		0	0.01	0.004			0
Turrón vainilla	Hacendado		España				https://images.openfoodfacts.org/images/products/843/160/300/2146/front_es.14.400.jpg	https://images.openfoodfacts.org/images/products/843/160/300/2146/front_es.14.200.jpg	176	736	0	0		8.6	8.6		0.8	0	0			-2
Mortadela siciliana finas lonchas	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/007/0357/front_fr.32.400.jpg	https://images.openfoodfacts.org/images/products/848/000/007/0357/front_fr.32.200.jpg	46	191	4.1	0.8		1.1	0.5	0.5	1.2	0.9	0.36			3
Zumo de piña exprimido refrigerado	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/008/7058/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/008/7058/front_es.3.200.jpg	235	983	10.7	5.3		28.7	4		4.9	2.2	0.88			
Fingers de queso	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/948/317/180/0883/front_es.4.400.jpg	https://images.openfoodfacts.org/images/products/948/317/180/0883/front_es.4.200.jpg														
Pasta de guayaba	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/082/8934/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/082/8934/front_es.3.200.jpg	259	1084	2.8	0.6		48	5.1		9.1	1	0.4			3
Gellytina mango maracuyá piña	Hacendado	Mercadona	España	en:gluten	en:e202,en:e282,en:e300,en:e471,en:e472e	4	https://images.openfoodfacts.org/images/products/848/000/082/3274/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/082/3274/front_es.3.200.jpg	245	1025	2	0.4		47	4	3	9	1.25	0.5			0
Aceituna arbequina	Hacendado	Hacendado,Mercadona	Francia,España	en:gluten,en:soybeans	en:e220,en:e304,en:e304i,en:e306,en:e310,en:e322,en:e334,en:e420,en:e422,en:e492	4	https://images.openfoodfacts.org/images/products/848/000/009/3479/front_es.23.400.jpg	https://images.openfoodfacts.org/images/products/848/000/009/3479/front_es.23.200.jpg	389	1628	7.1	4.6		74	26	3.2	5.9	0.8	0.32			13
Cacahuete picante	Hacendado	Mercadona	España	en:crustaceans,en:fish		4	https://images.openfoodfacts.org/images/products/848/000/007/3259/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/007/3259/front_es.3.200.jpg	4	17	0.5	0.1		0.5	0.5	0.5	1	1	0.4			4
Flan de huevo sabor avellana	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/011/4129/front_es.5.400.jpg	https://images.openfoodfacts.org/images/products/848/000/011/4129/front_es.5.200.jpg	1	4	0	0		0.2	0		0.1	0	0			1
Gelatina de arandano 0%	Hacendado		España				https://images.openfoodfacts.org/images/products/748/005/634/9545/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/748/005/634/9545/front_es.3.200.jpg	324	1356	1.1	0.4		73	61		3.1	0	0			8
Tiras de poton del pacífico	Hacendado	Mercadona	Espagne				https://images.openfoodfacts.org/images/products/848/000/039/9243/front_es.6.400.jpg	https://images.openfoodfacts.org/images/products/848/000/039/9243/front_es.6.200.jpg	42	178	0.1	0		9.7	9.5	0.3	0.6	0	0			3
Bacalao tajadas	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/018/4368/front_es.4.400.jpg	https://images.openfoodfacts.org/images/products/848/000/018/4368/front_es.4.200.jpg	211	883	15	2.8		0.1	0		19	4.8	1.92			14
Anillas de pota argentina	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/011/0350/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/011/0350/front_es.3.200.jpg	329	1377	10	4.5		17	2.4		16	0	0			
Salsa burger	Hacendado	Mercadona	España		en:e464	4	https://images.openfoodfacts.org/images/products/848/000/029/1714/front_en.4.400.jpg	https://images.openfoodfacts.org/images/products/848/000/029/1714/front_en.4.200.jpg	349	1460	1.1	0.4		78	4.5	3.2	4.5	1.3	0.52			4
Limones	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/037/4219/front_es.12.400.jpg	https://images.openfoodfacts.org/images/products/848/000/037/4219/front_es.12.200.jpg	188	787	1.9	0.3		42.6	3.7		0.2	4.3	1.72			
Leche enriquecida con calcio 100%	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/238/040/000/4517/front_es.12.400.jpg	https://images.openfoodfacts.org/images/products/238/040/000/4517/front_es.12.200.jpg	60	251	0.4	0.3		0	0		14.1	1.6	0.64			
Patatas sabor limon y pimienta																						
Dátiles con hueso	Hacendado	Mercadona	España	en:gluten	en:e170,en:e170i,en:e300,en:e472e	4	https://images.openfoodfacts.org/images/products/848/000/082/2772/front_es.32.400.jpg	https://images.openfoodfacts.org/images/products/848/000/082/2772/front_es.32.200.jpg	418	1749	10.1	1.1		67.8	4.5	1.9	12.3	1.7	0.68			12
Crecimiento a partir de 1 año	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/020/6589/front_es.17.400.jpg	https://images.openfoodfacts.org/images/products/848/000/020/6589/front_es.17.200.jpg	29	121	0.1	0		3.8	3.5		3.3	0.1	0.04			-2
Filetes de sardina anchoada	Hacendado	Mercadona, Hacendado	España				https://images.openfoodfacts.org/images/products/848/000/017/1450/front_es.37.400.jpg	https://images.openfoodfacts.org/images/products/848/000/017/1450/front_es.37.200.jpg	292	1222	29	3.2		7.9	6.4		0.5	0	0			7
Margarina omega 3	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/843/601/909/7137/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/843/601/909/7137/front_es.3.200.jpg														
Almendra cruda	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/010/8142/front_fr.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/010/8142/front_fr.3.200.jpg	51	213	1.3	0.9		4.8	4.8		3	0.1	0.04			
